tweet_id,writer,post_date,body,comment_num,retweet_num,like_num,polarity_spacy
1139518099881889792,BakerMachado,2019-06-14,Happy #FlagDay! Here are your @cheddar business headlines for June 14.- Southwest $LUV extends 737 Max flight cancellations- Airbus might make a hybrid-electric jet- Google $GOOGL lets you build your own video games,3,4,4,0.8
1139868277591748608,TowelieTrades,2019-06-15,"RT stock_family: Airbus Delivery Profile Looks Exemplary https://seekingalpha.com/article/4270178?source=ansh… $EADSF, $BA  Follow #flow & Join BlackBox, trial 6/17 http://bit.ly/blackboxstockstrial…  #stockoptions #stocktrading #stocks #options #stockmarket #daytrader #news #investing #money $aapl $amd #djia $spy",0,0,0,0.0
1146071064285331456,Banana3Stocks,2019-07-02,"$AMZN $NFLX $FB Yesterday amazon and Netflix were up while Facebook lagged, today it’s the reverse, little rotations Boeing has the Prez hitting Airbus it’s only competition, if BA bullishly engulfs on that news today could ... https://stocktwits.com/Banana3/message/169389475…",0,0,0,-0.09375
1148322202216828930,GretaLWall,2019-07-08,"#MORE $AAPL -2.06%, $BA -1.31% - weigh on DOW after iPhone maker was downgraded to ""sell"" and Boeing lost large Saudi sale to Airbus.",0,3,6,0.35714285714285715
1148349862091489280,361Capital,2019-07-08,"$SPX -0.5%Lighter post-holiday tradingMorgStan ↓grades global equities to U/W,doesn't think Fed will help weak data.BASF cuts Q2 guidance hurting chemical cos$DB shuts global equity opsBanks and $AAPL see ↓grades$BA loses Mid-East customer to Airbus",0,1,2,-0.16875
1159926155132059648,jewalker_nuke,2019-08-09,Positions [8/9/2019] High/Low $BA $AMZN $ISRG $AAPL $FB $BABA $URI $MCD $CRWD $CYBR $JPM $RTN $NVDA $GE $BP $CCI $NRG $ENB $BX $LK Cash 15.53% Trimmed $URI on bounce. Watchlist; $HCAT $DBX $EADSF (Airbus Se ORD) < $135.00. Otherwise Holding all positions. Maintain Cash > 15%.,0,1,2,0.0
1161365236550656000,FilmProfessor9,2019-08-13,Boeing-Deliveries->YearToDate:->258Airbus-Deliveries->YearToDate:->458@CNBCClosingBell $BA$EADSY$EADSFWhen-is-Elon-gonna-break-up-this-Monopoly-?ie-#Duopoly-and-produce-Commercial-rAircraft-?$TSLA$SpaceX@elonmusk,1,0,3,0.0
1164466657378603008,fuckCNBC,2019-08-22,Indonesia Threatens to Halt Airbus Jet Orders Over Palm Oil Feud https://ift.tt/2P9KnsP $spy $baba $aapl $amzn $bidu $ebay $jd $nvda $amd $tsla $mcd $dpz $mo $m $jpm $gs $nflx $fb $twtr,0,0,0,0.0
1166077143081738241,WickedSplits,2019-08-26,▶︎ Spirit to consider Airbus and Boeing for new planes https://seekingalpha.com/news/3494690-spirit-consider-airbus-boeing-new-planes?source=feed_news_all… #tradedeal $dis $fb $amzn $aapl $tsla $nflx,0,0,0,0.13636363636363635
1167510602379669505,WickedSplits,2019-08-30,▶︎ Airbus drops out of Canada fighter jet competition https://seekingalpha.com/news/3496103-airbus-drops-canada-fighter-jet-competition?source=feed_news_all… #tradedeal $dis $fb $amzn $aapl $tsla $nflx,0,0,0,0.0
