tweet_id,writer,post_date,body,comment_num,retweet_num,like_num,polarity_spacy
1141745075245838336,BoB2Trader,2019-06-20,"#Satoshi’s Useful Idiot’ #Zuckerberg Will Boost #Bitcoin Price Beyond $20,000: #MaxKeiser https://finance.yahoo.com/news/satoshi-useful-idiot-zuckerberg-boost-150645942.html?soc_src=social-sh&soc_trk=tw… $usdu $uup $cyb $yinn $yang $cn $chn $fxch $cny $spy $spx $dia $djia $qqq $ixic $tlt $ief $tyx $shv $btc $xbt $gbtc $gdx $gld $sq $sbux $msft $axp $pypl $ma $v $fb",0,0,1,-0.25
1142052484338397184,TowelieTrades,2019-06-21,"RT stock_family: https://realmoney.thestreet.com/investing/stocks/lockheed-martin-kratos-on-radar-tracking-gold-market-recon-14996694?_ga=2.235220545.1384639927.1560725521-2026919729.1546635822…$lmt    $KTOS   Follow #flow & Join BlackBox, trial 6/17 http://bit.ly/blackboxstockstrial…  #stockoptions #stocktrading #stocks #options #stockmarket #daytrader #news #investing #money $aapl $amd #djia $spy",0,0,0,0.0
1142891670146551808,TowelieTrades,2019-06-23,RT stock_family: $KTOS https://google.com/amp/s/techknowbits.com/2019/06/22/robert-w-baird-reaffirms-outperform-rating-for-kratos-defense-security-solutions-ktos.html/amp…  Dump #Robinhood for #stockoptions: http://bit.ly/tastyworks4you  #options #stockmarket #daytrader #stocktrading #news #stocks #webull $aapl $spy $amd $djia $vix http://bit.ly/2L6u4ZX,0,0,1,0.0
1142891674303176708,TowelieTrades,2019-06-23,RT stock_family: Kratos Wins Best in Show Booth Award at Le Bourget https://seekingalpha.com/pr/17550250?source=ansh… $KTOS Dump #Robinhood for #stockoptions: http://bit.ly/tastyworks4you  #options #stockmarket #daytrader #stocktrading #news #stocks #webull $aapl $spy $amd $djia $… http://bit.ly/2L6u4ZX,0,0,1,0.65
1143696890174693377,StockWatchHQ,2019-06-26,Atossa Genetics $ATOS CEO Confirmation Coming Of New Non Toxic Shareholder Friendly Line Of Credit From Bank Of America $BOA https://rumormurmursbuzz.blogspot.com/2019/06/atossa-genetics-atos-ceo-confirmation.html…$WYNN $AEGY $RAS $DE $GOOG $CLW $HTZ $VRED $VAPE $TTS$JACK $IZEA $RNN $RMP $RLI $RHHNF $RHE $RGS $RGR $RGLS $RGEN $RFP $REV,0,1,0,0.2556818181818182
1145145480688459776,dmackdaddy,2019-06-30,"Surprised this made news... A man suffered moderate injuries Friday afternoon when his vehicle (not a Tesla!) went over a 100-foot embankment in Los Gatos and burst into flames, authorities said. $TSLA",0,1,0,0.05
1145725972261605378,TradeDaChart,2019-07-01,What are you WAITING FOR? Opening a BIG ACCOUNT will change your Trading Journey Completely Learn about it here! http://jump2click.com/visit/?bta=38235&nci=6639…$srpt $amd $spy $SWKS $WDC $MU $QCOM $NVDA $WYNN $roku $iea $atos $nptn $qqq $ba $aapl $fb $twtr $ugaz $amzn $bynd $uber $pins $v,0,0,1,0.0625
1145761859968151554,TradeDaChart,2019-07-01,Hopefully we get a lot of GOOD opportunities this Month to make bankkkTrading is awesome when you know what you're doing$srpt $amd $spy $SWKS $WDC $MU $QCOM $NVDA $WYNN $roku $iea $atos $nptn $qqq $ba $aapl $fb $twtr $ugaz $amzn $bynd $uber $pins $v,0,0,1,0.85
1146173291310256129,brae_rolando,2019-07-02,"I will keep my $TSLA shares and will not sell ..... price will be in 10 years at unimaginable stratosphere and the whole company will be much, much more worth than the best today!",2,1,6,0.5
1146262158281306112,drwendellcraig_,2019-07-03,"#Loon breaks its own flight record, with 223 days in stratosphere https://fiercewireless.com/wireless/loon-breaks-its-own-flight-record-223-days-stratosphere… #alphabetloon #google $goog #broadband #alphabet",0,0,1,0.6
1147605087260413952,TeslaNY,2019-07-06,#LosGatos-Monte Sereno Police say 32 y.o. Dennis Munns of #SanJose was arrested this afternoon for hit-and-run/reckless driving involving the #Tesla. Someone saw the video earlier and sent an anonymous tip to police which led them to the suspect. @abc7newsbayarea @teslaownersSV,0,1,3,0.0
1153747115853721601,UnHedgedChatter,2019-07-23,Loon's balloons have flown over 1 million hours in Earth’s stratosphere. $GOOG $GOOGL,1,0,0,0.0
1153751031618007040,OphirGottlieb,2019-07-23,$GOOGL Alphabet's internet balloons have spent a million hours in the stratosphere,0,0,0,-0.1
1153753740794458112,MarketCurrents,2019-07-23,$GOOG $GOOGL - Project Loon passes stratosphere milestone,0,0,0,0.0
1153759672194621440,BsiflingTrades,2019-07-23,Google's $GOOGL $GOOG project loon balloons have passed the 1M-hour mark for time spent in the Earth's stratosphere. The balloons have traveled nearly 25M miles. 0_0  #InternetForAll #GetInvested,0,0,0,0.0
1153768463111843840,ELPfan,2019-07-23,"Project Loon passes stratosphere milestone...https://seekingalpha.com/news/3480411?source=ansh… $GOOG, $GOOGL",0,0,0,0.0
1153790875215921152,PrivateCapBlog,2019-07-23,Project Loon passes stratosphere milestone $GOOG $GOOGL,0,0,0,0.0
1153990885413195778,techspaceshare,2019-07-24,Project Loon passes stratosphere milestone $GOOG $GOOGL,0,0,0,0.0
