tweet_id,writer,post_date,body,comment_num,retweet_num,like_num,polarity_spacy
1142186880471113729,dividendc2,2019-06-21,Microsoft Corp $MSFTApple Inc $AAPLFacebook Inc $FBJohnson & Johnson $JNJAlphabet Inc $GOOGLNestlé SA $NESN: VTXAmazon Inc $AMZNProcter & Gamble Co $PGBerkshire Hathaway Inc $BRK.BPayPal Holdings Inc $PYPL Etc ..........,1,0,3,0.0
1142927142444920832,MelaynaLokosky,2019-06-23,I created my website for the sole purpose of holding both the government (DOJ FDA DOD CMS & FBI) and Johnson & Johnson $JNJ accountable. None of it means anything until products are recalled or in Tesla's case #Autopilot disabled. $TSLA *should* be easier since it's just software,0,0,2,-0.1
1143620628051910662,dividendc2,2019-06-25,Mis TOP10 Compañías mejor gestionadas del mundo Microsoft Corp $MSFTApple Inc $AAPLAmazon  Inc $AMZNJohnson & Johnson $JNJBerkshire Hathaway Inc $BRK.BFacebook Inc $FBAlphabet Inc $GOOGLNestlé SA $NESN: VTXProcter & Gamble Co $PGWalt Disney Co ( DIS ),2,7,44,0.0
1143930538530463744,MelaynaLokosky,2019-06-26,"Thank you! Right back 'atcha. I'm trying to demonstrate that these cases take years. I'm lucky, I have my health as I continue to fight Johnson & Johnson's $JNJ #Acclarent. Patient victims, as you know, must fight corrupt corporations ( $TSLA ) while physically injured.",2,0,2,0.023809523809523815
1147018200598614016,dividendc2,2019-07-05,MY TOP10 ------- best companies in the world -------Microsoft Corp $MSFTFacebook Inc $FBhttp://Amazon.com Inc $AMZNJohnson & Johnson $JNJAlphabet Inc $GOOGLNestlé SA $NESN: VTXVisa Inc $VProcter & Gamble $PGBerkshire Hathaway $BRK.BRoche Holding AG $ROG : VTX,0,5,9,1.0
1147427014112153600,dividendc2,2019-07-06,"ETF de PFM Invesco Dividend Achievers Princ PosicMicrosoft Corp $MSFT 4,38%Johnson & Johnson $JNJ 3,90%Exxon Mobil Corp $XOM 3.73%Walmart Inc $WMT 3,41%Visa Inc $V 3,32%Procter & Gamble C $PG 3.08%Verizon Communications $VZ 2,85%AT&T Inc $T 2,73%Chevron Corp $CVX 2,67%",1,3,7,0.0
1148996408386568192,MelaynaLokosky,2019-07-10,"It's so cute watching my parents get excited to tell me they explained to friends why they shouldn't buy Johnson & Johnson $JNJ or Tesla $TSLA products. Teaching an older generation, usually set in their ways, to look at brand manipulation to prevent harm, well...",1,0,5,0.19791666666666669
1150836960312868871,AlvionInvesting,2019-07-15,"Earnings season is upon us! The companies I'm most looking forward to hearing from are JP Morgan Chase, Johnson & Johnson, Netflix, IBM, United Health, Microsoft, and American Express!$JPM $JNJ $NFLX $IBM $UNH $MSFT $AXP",0,1,2,0.25
1150862407918485504,MelaynaLokosky,2019-07-15,"Thank you @wordnuvola! I would say my word cloud is ""on brand"" for exposing fraud. #Tesla $TSLA $TSLAQ Johnson & Johnson $JNJ",0,0,0,0.0
1150868938013773824,JorelLaraKalel,2019-07-15,"Microsoft, Netflix, eBay, Johnson & Johnson and More Major Earnings Coming This Week http://bit.ly/32nRSPn $MSFT $NFLX $EBAY $JNJ $UNH $UAL $HON $SLB",0,0,0,0.28125
